image,image_path,split,symbol,timeframe,start_ts,end_ts,bars,ret_mean,ret_std,abs_ret_mean,atr_mean,atr_std,roc_5,roc_10,roc_20,rel_close_ma10,rel_close_ma20,rel_close_ma50,body_pct_mean,body_pct_std,up_wick_pct_mean,dn_wick_pct_mean,bull_frac,bear_frac,n_piv_hi,n_piv_lo,piv_hi_spacing_mean,piv_lo_spacing_mean,piv_hi_val_std,piv_lo_val_std,dt_peak_similarity,dt_valley_depth,dt_span_bars,db_trough_similarity,db_peak_height,db_span_bars,hs_head_rel,hs_time_sym,seg_slope,tri_conv_rate,cv_has_lines,cv_num_lines,cv_theta_mean,cv_theta_std,cv_accumulator_max,cv_frac_horizontal,cv_frac_upward,cv_frac_downward,hs_neckline_slope_deg,hs_head_to_shoulder_ratio,hs_shoulder_similarity,hs_temporal_symmetry,hs_breakout_confirmed,hs_span_bars,tri_support_slope_deg,tri_resistance_slope_deg,tri_convergence_ratio,tri_breakout_confirmed,tri_span_bars,y_head_and_shoulders,y_ascending_triangle
AAPL_1h_1700058600_1703003400_42.png,C:\Users\afierro\CV_chart_pattern_detector\data\images\rendered\train\AAPL_1h_1700058600_1703003400_42.png,train,AAPL,1h,2023-11-15T14:30:00+00:00,2023-12-19T16:30:00+00:00,160,0.00027232628946732384,0.003960421401713291,0.0024489075694263352,0.8955470371635611,0.11354010877109208,0.0001528989794266078,0.004427559747414822,-0.008413595638975813,0.0015146238125298694,-0.003002092616370078,0.0024953495985673424,0.4552587706319856,0.2658713628844892,0.2560719944370923,0.28866923493092217,0.525,0.475,15.0,15.0,10.071428571428571,10.714285714285714,3.0134216135431893,2.85940554578128,0.9980362073454327,0.001183277466906475,2.0,0.9797777852955222,0.030807341736368076,35.0,0.010887439567509476,1.0,0.0879419454654185,0.010726970832070547,1.0,493.0,17.180522979393935,64.01652566762611,709.0,0.2231237322515213,0.5415821501014199,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
AAPL_1h_1700681400_1703773800_42.png,C:\Users\afierro\CV_chart_pattern_detector\data\images\rendered\train\AAPL_1h_1700681400_1703773800_42.png,train,AAPL,1h,2023-11-22T19:30:00+00:00,2023-12-28T14:30:00+00:00,160,9.695073800250318e-05,0.003927148282670844,0.0023987049737839014,0.8717211711878704,0.11444651262517815,0.006597202866320817,0.004327576406527367,0.0010260070938230559,0.007136795255531014,0.005720181071059649,-0.0022672874600677684,0.4623207091316486,0.2697636241540957,0.25447960384468643,0.28319968702366494,0.51875,0.48125,15.0,16.0,10.214285714285714,9.8,2.7800989570398182,2.733945627882674,0.9980362073454327,0.001183277466906475,2.0,0.9937758901348644,0.03408941179010588,70.0,0.006169999071886891,1.0,-0.04030207416232091,0.004015295299864898,1.0,480.0,15.124995707223812,62.53673148915635,713.0,0.25625,0.5166666666666667,0.22708333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
AAPL_1h_1701700200_1704483000_42.png,C:\Users\afierro\CV_chart_pattern_detector\data\images\rendered\train\AAPL_1h_1701700200_1704483000_42.png,train,AAPL,1h,2023-12-04T14:30:00+00:00,2024-01-05T19:30:00+00:00,160,-0.00025777673089731043,0.004728788692543564,0.002668615686748962,1.0289569432791288,0.25088188198236383,-0.00992710059159696,-0.014405568726200801,-0.019997400446602254,-0.008326858827400807,-0.013198363208706043,-0.040212833896501765,0.44695615989628745,0.26652975545421803,0.2677736675268386,0.2852701725768739,0.525,0.475,17.0,14.0,9.125,10.23076923076923,5.302252688531076,4.182395477003145,0.9999240123607075,0.0008232251929249246,3.0,0.9982647485341715,0.007671193426067532,9.0,0.007251492063686678,1.0,-0.20969568566430855,-0.007906936413000215,1.0,515.0,-7.413597226142883,69.51679194897191,710.0,0.21553398058252426,0.3300970873786408,0.45436893203883494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
AAPL_1h_1702323000_1705426200_42.png,C:\Users\afierro\CV_chart_pattern_detector\data\images\rendered\train\AAPL_1h_1702323000_1705426200_42.png,train,AAPL,1h,2023-12-11T19:30:00+00:00,2024-01-16T17:30:00+00:00,160,-0.00032841847616575686,0.0046744488332544,0.0028220286349014013,0.9261739241941583,0.2079725686858904,-0.01713101113361426,-0.01689307001828344,-0.01662852893118183,-0.010206818780936655,-0.01162316884039738,-0.007055135458437278,0.44648849791660583,0.2675061348916375,0.2722591530431604,0.2812523490402338,0.53125,0.46875,18.0,14.0,8.176470588235293,9.615384615384615,5.839783211549864,5.853436858836572,0.9992528922711615,0.001996545756889195,2.0,0.9939996034727484,0.005074055198298013,3.0,0.009680272895227608,1.0,-0.08277351586851103,0.009830942401318757,1.0,636.0,-24.46384206864069,62.5004432300581,717.0,0.17767295597484276,0.20911949685534592,0.6132075471698113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
AAPL_1h_1703007000_1706110200_42.png,C:\Users\afierro\CV_chart_pattern_detector\data\images\rendered\train\AAPL_1h_1703007000_1706110200_42.png,train,AAPL,1h,2023-12-19T17:30:00+00:00,2024-01-24T15:30:00+00:00,160,-1.2920714125233215e-05,0.005323656078860431,0.0030957111698572876,0.9829393389321345,0.25801209721545443,0.003420051908437749,0.007891880217833824,0.023384902689306264,0.002959575417387228,0.00776478989489493,0.035360996749783435,0.4541929581252764,0.2715503964139365,0.2622851474860113,0.28352189438871234,0.53125,0.4625,17.0,13.0,8.8125,9.833333333333334,4.988287527233746,4.6390720685285975,0.9951668827048975,0.004058267110657097,4.0,0.9976911759765539,0.0011544120117230382,3.0,0.010743199561685979,1.0,0.14953951256631717,-0.002163713477154154,1.0,950.0,-12.985268437360462,63.27571999335907,727.0,0.14842105263157895,0.3094736842105263,0.5421052631578948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
AAPL_1h_1703777400_1706733000_42.png,C:\Users\afierro\CV_chart_pattern_detector\data\images\rendered\train\AAPL_1h_1703777400_1706733000_42.png,train,AAPL,1h,2023-12-28T15:30:00+00:00,2024-01-31T20:30:00+00:00,160,-0.0003068267892945742,0.005521022241319792,0.00329868454933732,1.0626509759156315,0.17121653383535074,-0.009296554148982006,-0.018552533140112515,-0.03319524752221725,-0.01011039127334501,-0.020983090590266706,-0.03949525528399778,0.4474204380680714,0.2698748967077922,0.25869039326146037,0.2938891686704682,0.49375,0.5,18.0,14.0,8.529411764705882,11.153846153846153,4.80301562132756,4.571800487945276,0.9991833214393387,0.007196833785663389,8.0,0.9976911759765539,0.0011544120117230382,3.0,0.010743199561685979,1.0,0.0409983873255534,0.003334482152451923,1.0,757.0,13.192862419423843,61.811597538141974,749.0,0.18229854689564068,0.5402906208718626,0.2774108322324967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
AAPL_1h_1704486600_1707417000_42.png,C:\Users\afierro\CV_chart_pattern_detector\data\images\rendered\train\AAPL_1h_1704486600_1707417000_42.png,train,AAPL,1h,2024-01-05T20:30:00+00:00,2024-02-08T18:30:00+00:00,160,0.00024738604699196137,0.005286329776918758,0.0033199338578235975,1.1373994203070263,0.18343973422326504,0.0011906633597198457,-0.005158818328083292,0.0018650082961078063,-0.003299766811496019,-0.003632432706221267,0.00342194820772046,0.45850810540548415,0.2722644011031965,0.24490750406458198,0.2965843905299339,0.54375,0.45,18.0,16.0,8.647058823529411,9.8,4.104507809168656,3.7028199848551653,0.9940848918899002,0.007215909885679326,6.0,0.9943156420193286,0.016604326312277637,8.0,0.010284458714804772,1.0,-0.0912937006925778,0.0018409962304518713,1.0,934.0,9.380081218621461,64.7016720453997,720.0,0.1873661670235546,0.48394004282655245,0.3286937901498929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
AAPL_1h_1705429800_1708101000_42.png,C:\Users\afierro\CV_chart_pattern_detector\data\images\rendered\train\AAPL_1h_1705429800_1708101000_42.png,train,AAPL,1h,2024-01-16T18:30:00+00:00,2024-02-16T16:30:00+00:00,160,2.9460103315406915e-05,0.005082691467121925,0.0032239809424089495,1.087070621154053,0.19752749046599793,0.003070497107625192,0.00582850826296788,-0.007297987580338727,0.0024724001688654074,-0.000679302175009,-0.016731192089251445,0.449901415318816,0.27198795673695936,0.2460402715830023,0.3040583130981817,0.5,0.49375,15.0,16.0,9.428571428571429,10.066666666666666,4.090508153398657,3.881312428859797,0.9958668879121351,0.01148551200001253,15.0,0.9994564254914386,0.0006626308293302271,4.0,0.010284458714804772,1.0,-0.05666832081096835,0.00474323043394932,1.0,1154.0,-11.184580685929161,61.64204426632316,729.0,0.14904679376083188,0.3275563258232236,0.5233968804159446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
AAPL_1h_1706113800_1709044200_42.png,C:\Users\afierro\CV_chart_pattern_detector\data\images\rendered\train\AAPL_1h_1706113800_1709044200_42.png,train,AAPL,1h,2024-01-24T16:30:00+00:00,2024-02-27T14:30:00+00:00,160,-0.0004770819330366739,0.004380772011627578,0.0029726109794837936,1.0221748588069475,0.22810685291932872,0.0010221706659108154,-0.007749861669306579,-0.010324480579343875,-0.0018150114192012623,-0.007371500524487984,-0.005670490820399832,0.46160611708711147,0.27742518147853445,0.23684801989207122,0.30154586302081726,0.45625,0.54375,15.0,17.0,10.714285714285714,9.3125,4.082985086397815,4.244728383098502,0.9993894969073707,0.0009916750419967436,2.0,0.9997230363032955,0.0035459976589973254,3.0,0.008152081991556101,1.0,-0.08685333244799513,0.0009389650369459667,1.0,1940.0,-17.51804713785034,59.58388634968849,719.0,0.09484536082474226,0.29329896907216496,0.6118556701030928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
AAPL_1h_1706797800_1709667000_42.png,C:\Users\afierro\CV_chart_pattern_detector\data\images\rendered\train\AAPL_1h_1706797800_1709667000_42.png,train,AAPL,1h,2024-02-01T14:30:00+00:00,2024-03-05T19:30:00+00:00,160,-0.0005544787218665652,0.005522275272040193,0.0033463084694695805,1.1691273838442473,0.35596315951639984,-0.003692660925846525,-0.022569811559810526,-0.04670840911732077,-0.01207965286047663,-0.027850967766083423,-0.04848770448909301,0.48396698795098436,0.2844209596197066,0.22515069424839887,0.2908823178006168,0.475,0.525,15.0,18.0,10.214285714285714,8.647058823529411,4.034589435992583,4.679663590917297,0.9902359140075931,0.01946026910433862,21.0,0.9767607865345065,0.020548848628588523,4.0,0.007374052659292798,1.0,-0.11640407116939504,-0.01805305557120981,1.0,1038.0,-20.455689377120923,64.78539941888691,712.0,0.1396917148362235,0.27842003853564545,0.581888246628131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
