image,image_path,split,symbol,timeframe,start_ts,end_ts,bars,ret_mean,ret_std,abs_ret_mean,atr_mean,atr_std,roc_5,roc_10,roc_20,rel_close_ma10,rel_close_ma20,rel_close_ma50,body_pct_mean,body_pct_std,up_wick_pct_mean,dn_wick_pct_mean,bull_frac,bear_frac,n_piv_hi,n_piv_lo,piv_hi_spacing_mean,piv_lo_spacing_mean,piv_hi_val_std,piv_lo_val_std,dt_peak_similarity,dt_valley_depth,dt_span_bars,db_trough_similarity,db_peak_height,db_span_bars,hs_head_rel,hs_time_sym,seg_slope,tri_conv_rate,cv_has_lines,cv_num_lines,cv_theta_mean,cv_theta_std,cv_accumulator_max,cv_frac_horizontal,cv_frac_upward,cv_frac_downward,cv_edge_density,cv_edge_entropy,cv_line_angle_diff_mean,cv_hog_mean,cv_hog_std,cv_hog_max,cv_contour_count,cv_contour_area_mean,cv_contour_area_max,cv_hs_template_corr,cv_grad_bin_0,cv_grad_bin_1,cv_grad_bin_2,cv_grad_bin_3,cv_grad_bin_4,cv_grad_bin_5,cv_grad_bin_6,cv_grad_bin_7,cv_grad_bin_8,cv_bovw_0,cv_bovw_1,cv_bovw_2,cv_bovw_3,cv_bovw_4,cv_bovw_5,cv_bovw_6,cv_bovw_7,cv_bovw_8,cv_bovw_9,cv_bovw_10,cv_bovw_11,cv_bovw_12,cv_bovw_13,cv_bovw_14,cv_bovw_15,cv_bovw_16,cv_bovw_17,cv_bovw_18,cv_bovw_19,cv_bovw_20,cv_bovw_21,cv_bovw_22,cv_bovw_23,cv_bovw_24,cv_bovw_25,cv_bovw_26,cv_bovw_27,cv_bovw_28,cv_bovw_29,cv_bovw_30,cv_bovw_31,cv_bovw_32,cv_bovw_33,cv_bovw_34,cv_bovw_35,cv_bovw_36,cv_bovw_37,cv_bovw_38,cv_bovw_39,cv_bovw_40,cv_bovw_41,cv_bovw_42,cv_bovw_43,cv_bovw_44,cv_bovw_45,cv_bovw_46,cv_bovw_47,cv_bovw_48,cv_bovw_49,cv_bovw_50,cv_bovw_51,cv_bovw_52,cv_bovw_53,cv_bovw_54,cv_bovw_55,cv_bovw_56,cv_bovw_57,cv_bovw_58,cv_bovw_59,cv_bovw_60,cv_bovw_61,cv_bovw_62,cv_bovw_63,hs_neckline_slope_deg,hs_head_to_shoulder_ratio,hs_shoulder_similarity,hs_temporal_symmetry,hs_breakout_confirmed,hs_span_bars,tri_support_slope_deg,tri_resistance_slope_deg,tri_convergence_ratio,tri_breakout_confirmed,tri_span_bars,dt_breakout_confirmed,dt_score,db_breakout_confirmed,db_score,y_head_and_shoulders,y_ascending_triangle,y_double_top,y_double_bottom
AAPL_1h_1700058600_1703003400_42.png,C:\Users\afierro\CV_chart_pattern_detector\data\images\rendered\train\AAPL_1h_1700058600_1703003400_42.png,train,AAPL,1h,2023-11-15T14:30:00+00:00,2023-12-19T16:30:00+00:00,160,0.00027232628946732384,0.003960421401713291,0.0024489075694263352,0.8955470371635611,0.11354010877109208,0.0001528989794266078,0.004427559747414822,-0.008413595638975813,0.0015146238125298694,-0.003002092616370078,0.0024953495985673424,0.4552587706319856,0.2658713628844892,0.2560719944370923,0.28866923493092217,0.525,0.475,15.0,15.0,10.071428571428571,10.714285714285714,3.0134216135431893,2.85940554578128,0.0,0.0,0.0,0.977477786002427,0.032459990417483355,41.0,0.010887439567509476,1.0,0.0879419454654185,0.010726970832070547,1.0,493.0,17.180522979393935,64.01652566762611,709.0,0.2231237322515213,0.5415821501014199,0.23529411764705882,0.05297607879924953,0.2944105521204272,70.44979358804589,0.0,0.0,0.0,154.0,1513.5746753246754,230980.0,3.8428941783028634,0.2609618008136749,0.05494210124015808,0.054771412163972855,0.04369025304913521,0.1963064968585968,0.04056095704436302,0.05071426182985306,0.05159889906644821,0.24645379185676575,0.09838683037856207,0.11244209186121379,0.14055261482651724,0.07027630741325862,0.1264973533438655,0.15460787630916895,0.2389394452050793,0.09838683037856207,0.1264973533438655,0.1264973533438655,0.15460787630916895,0.056221045930606894,0.19677366075712413,0.28110522965303447,0.09838683037856207,0.056221045930606894,0.056221045930606894,0.19677366075712413,0.09838683037856207,0.08433156889591034,0.16866313779182068,0.1264973533438655,0.04216578444795517,0.08433156889591034,0.11244209186121379,0.11244209186121379,0.11244209186121379,0.08433156889591034,0.07027630741325862,0.014055261482651724,0.16866313779182068,0.04216578444795517,0.19677366075712413,0.32327101410098963,0.04216578444795517,0.08433156889591034,0.11244209186121379,0.056221045930606894,0.09838683037856207,0.19677366075712413,0.16866313779182068,0.04216578444795517,0.056221045930606894,0.11244209186121379,0.15460787630916895,0.11244209186121379,0.07027630741325862,0.08433156889591034,0.014055261482651724,0.07027630741325862,0.07027630741325862,0.09838683037856207,0.08433156889591034,0.07027630741325862,0.07027630741325862,0.056221045930606894,0.08433156889591034,0.11244209186121379,0.04216578444795517,0.14055261482651724,0.1827183992744724,0.16866313779182068,0.08433156889591034,0.056221045930606894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.02082508525644,0,0,0,1
AAPL_1h_1700681400_1703773800_42.png,C:\Users\afierro\CV_chart_pattern_detector\data\images\rendered\train\AAPL_1h_1700681400_1703773800_42.png,train,AAPL,1h,2023-11-22T19:30:00+00:00,2023-12-28T14:30:00+00:00,160,9.695073800250318e-05,0.003927148282670844,0.0023987049737839014,0.8717211711878704,0.11444651262517815,0.006597202866320817,0.004327576406527367,0.0010260070938230559,0.007136795255531014,0.005720181071059649,-0.0022672874600677684,0.4623207091316486,0.2697636241540957,0.25447960384468643,0.28319968702366494,0.51875,0.48125,15.0,16.0,10.214285714285714,9.8,2.7800989570398182,2.733945627882674,0.0,0.0,0.0,0.977477786002427,0.032459990417483355,41.0,0.006169999071886891,1.0,-0.04030207416232091,0.004015295299864898,1.0,480.0,15.124995707223812,62.53673148915635,713.0,0.25625,0.5166666666666667,0.22708333333333333,0.05374296435272045,0.29760484670221665,69.15615932543035,0.0,0.0,0.0,151.0,1485.8774834437086,222187.0,3.756561399215869,0.2918665111064911,0.043299414217472076,0.045738477259874344,0.030702713876962662,0.19373778998851776,0.028889216482639313,0.04116323962807655,0.03818964958190918,0.2864129841327667,0.07121091148698563,0.08545309378438276,0.11393745837917701,0.07121091148698563,0.11393745837917701,0.12817964067657414,0.28484364594794254,0.11393745837917701,0.09969527608177989,0.04272654689219138,0.2136327344609569,0.14242182297397127,0.2136327344609569,0.19939055216355978,0.07121091148698563,0.04272654689219138,0.11393745837917701,0.1566640052713684,0.14242182297397127,0.11393745837917701,0.17090618756876552,0.19939055216355978,0.04272654689219138,0.08545309378438276,0.17090618756876552,0.14242182297397127,0.08545309378438276,0.07121091148698563,0.07121091148698563,0.04272654689219138,0.14242182297397127,0.08545309378438276,0.24211709905575116,0.19939055216355978,0.04272654689219138,0.09969527608177989,0.14242182297397127,0.11393745837917701,0.07121091148698563,0.2706014636505454,0.14242182297397127,0.028484364594794254,0.07121091148698563,0.11393745837917701,0.09969527608177989,0.07121091148698563,0.08545309378438276,0.08545309378438276,0.08545309378438276,0.04272654689219138,0.09969527608177989,0.14242182297397127,0.07121091148698563,0.07121091148698563,0.08545309378438276,0.07121091148698563,0.08545309378438276,0.14242182297397127,0.04272654689219138,0.14242182297397127,0.09969527608177989,0.11393745837917701,0.07121091148698563,0.028484364594794254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.208643189156325,0,0,0,1
AAPL_1h_1701700200_1704483000_42.png,C:\Users\afierro\CV_chart_pattern_detector\data\images\rendered\train\AAPL_1h_1701700200_1704483000_42.png,train,AAPL,1h,2023-12-04T14:30:00+00:00,2024-01-05T19:30:00+00:00,160,-0.00025777673089731043,0.004728788692543564,0.002668615686748962,1.0289569432791288,0.25088188198236383,-0.00992710059159696,-0.014405568726200801,-0.019997400446602254,-0.008326858827400807,-0.013198363208706043,-0.040212833896501765,0.44695615989628745,0.26652975545421803,0.2677736675268386,0.2852701725768739,0.525,0.475,17.0,14.0,9.125,10.23076923076923,5.302252688531076,4.182395477003145,0.9449454394495074,0.03268730639672016,47.0,0.9974786349685827,0.019675708897437753,28.0,0.007251492063686678,1.0,-0.20969568566430855,-0.007906936413000215,1.0,515.0,-7.413597226142883,69.51679194897191,710.0,0.21553398058252426,0.3300970873786408,0.45436893203883494,0.057040337711069415,0.3111512345633156,77.94365239731965,0.0,0.0,0.0,192.0,1133.875,215112.0,3.5203506384220766,0.22742542624473572,0.05314629524946213,0.06207358092069626,0.052140239626169205,0.22334514558315277,0.0513758584856987,0.058671072125434875,0.04979368671774864,0.22202864289283752,0.12195614582993451,0.027101365739985447,0.04065204860997817,0.09485478008994906,0.0,0.09485478008994906,0.2981150231398399,0.18970956017989812,0.04065204860997817,0.18970956017989812,0.20326024304989085,0.027101365739985447,0.027101365739985447,0.14905751156991995,0.06775341434996361,0.12195614582993451,0.1761588773099054,0.1761588773099054,0.027101365739985447,0.13550682869992722,0.13550682869992722,0.13550682869992722,0.14905751156991995,0.09485478008994906,0.14905751156991995,0.04065204860997817,0.027101365739985447,0.08130409721995634,0.12195614582993451,0.06775341434996361,0.27101365739985445,0.027101365739985447,0.027101365739985447,0.08130409721995634,0.04065204860997817,0.24391229165986902,0.08130409721995634,0.013550682869992723,0.20326024304989085,0.21681092591988357,0.05420273147997089,0.20326024304989085,0.05420273147997089,0.04065204860997817,0.10840546295994179,0.14905751156991995,0.10840546295994179,0.09485478008994906,0.05420273147997089,0.12195614582993451,0.13550682869992722,0.06775341434996361,0.09485478008994906,0.04065204860997817,0.05420273147997089,0.12195614582993451,0.12195614582993451,0.09485478008994906,0.18970956017989812,0.06775341434996361,0.13550682869992722,0.12195614582993451,0.027101365739985447,0.09485478008994906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.212278104795691,1.0,3.772533541980753,0,0,1,1
AAPL_1h_1702323000_1705426200_42.png,C:\Users\afierro\CV_chart_pattern_detector\data\images\rendered\train\AAPL_1h_1702323000_1705426200_42.png,train,AAPL,1h,2023-12-11T19:30:00+00:00,2024-01-16T17:30:00+00:00,160,-0.00032841847616575686,0.0046744488332544,0.0028220286349014013,0.9261739241941583,0.2079725686858904,-0.01713101113361426,-0.01689307001828344,-0.01662852893118183,-0.010206818780936655,-0.01162316884039738,-0.007055135458437278,0.44648849791660583,0.2675061348916375,0.2722591530431604,0.2812523490402338,0.53125,0.46875,18.0,14.0,8.176470588235293,9.615384615384615,5.839783211549864,5.853436858836572,0.9449454394495074,0.03268730639672016,47.0,0.0,0.0,0.0,0.009680272895227608,1.0,-0.08277351586851103,0.009830942401318757,1.0,636.0,-24.46384206864069,62.5004432300581,717.0,0.17767295597484276,0.20911949685534592,0.6132075471698113,0.05680112570356473,0.31017854167424636,67.72147383679018,0.0,0.0,0.0,196.0,1106.8724489795918,213673.0,9.746765590954194,0.24603483080863953,0.04233387112617493,0.05939311906695366,0.04816972091794014,0.23064196109771729,0.045416876673698425,0.054135747253894806,0.03814545273780823,0.2357283979654312,0.08456577723512161,0.028188592411707205,0.09866007344097522,0.09866007344097522,0.014094296205853602,0.16913155447024322,0.35235740514634006,0.14094296205853604,0.11275436964682882,0.05637718482341441,0.11275436964682882,0.11275436964682882,0.05637718482341441,0.18322585067609684,0.08456577723512161,0.05637718482341441,0.23960303549951126,0.18322585067609684,0.05637718482341441,0.12684866585268242,0.08456577723512161,0.21141444308780405,0.19732014688195043,0.042282888617560806,0.21141444308780405,0.05637718482341441,0.042282888617560806,0.07047148102926802,0.08456577723512161,0.15503725826438963,0.15503725826438963,0.07047148102926802,0.08456577723512161,0.12684866585268242,0.014094296205853602,0.11275436964682882,0.09866007344097522,0.08456577723512161,0.08456577723512161,0.15503725826438963,0.05637718482341441,0.12684866585268242,0.07047148102926802,0.042282888617560806,0.22550873929365764,0.09866007344097522,0.09866007344097522,0.11275436964682882,0.028188592411707205,0.11275436964682882,0.09866007344097522,0.12684866585268242,0.14094296205853604,0.07047148102926802,0.07047148102926802,0.11275436964682882,0.16913155447024322,0.14094296205853604,0.11275436964682882,0.08456577723512161,0.14094296205853604,0.11275436964682882,0.07047148102926802,0.11275436964682882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.882724692021658,0.0,0.0,0,0,1,0
AAPL_1h_1703007000_1706110200_42.png,C:\Users\afierro\CV_chart_pattern_detector\data\images\rendered\train\AAPL_1h_1703007000_1706110200_42.png,train,AAPL,1h,2023-12-19T17:30:00+00:00,2024-01-24T15:30:00+00:00,160,-1.2920714125233215e-05,0.005323656078860431,0.0030957111698572876,0.9829393389321345,0.25801209721545443,0.003420051908437749,0.007891880217833824,0.023384902689306264,0.002959575417387228,0.00776478989489493,0.035360996749783435,0.4541929581252764,0.2715503964139365,0.2622851474860113,0.28352189438871234,0.53125,0.4625,17.0,13.0,8.8125,9.833333333333334,4.988287527233746,4.6390720685285975,0.9449454394495074,0.03268730639672016,47.0,0.9992786923606832,0.0327627750398095,44.0,0.010743199561685979,1.0,0.14953951256631717,-0.002163713477154154,1.0,950.0,-12.985268437360462,63.27571999335907,727.0,0.14842105263157895,0.3094736842105263,0.5421052631578948,0.06023686679174484,0.32400355083850985,71.08215076464066,0.0,0.0,0.0,163.0,1435.9693251533743,231810.5,-2.8854293469377663,0.24896015226840973,0.04623875021934509,0.057039134204387665,0.04450752213597298,0.23064905405044556,0.04290556162595749,0.05245163291692734,0.04176032915711403,0.23548781871795654,0.144157482926223,0.0432472448778669,0.0720787414631115,0.0864944897557338,0.0864944897557338,0.144157482926223,0.3027307141450683,0.0720787414631115,0.1729889795114676,0.1585732312188453,0.0720787414631115,0.0720787414631115,0.1009102380483561,0.1153259863409784,0.144157482926223,0.1153259863409784,0.1729889795114676,0.1729889795114676,0.1009102380483561,0.0576629931704892,0.0720787414631115,0.1009102380483561,0.2018204760967122,0.0144157482926223,0.21623622438933449,0.0576629931704892,0.1153259863409784,0.1009102380483561,0.0864944897557338,0.144157482926223,0.0864944897557338,0.1297417346336007,0.144157482926223,0.1153259863409784,0.0432472448778669,0.144157482926223,0.2594834692672014,0.1585732312188453,0.1729889795114676,0.1297417346336007,0.1153259863409784,0.1153259863409784,0.0288314965852446,0.1585732312188453,0.1729889795114676,0.1009102380483561,0.0576629931704892,0.0864944897557338,0.0720787414631115,0.0720787414631115,0.0864944897557338,0.1729889795114676,0.1009102380483561,0.1009102380483561,0.0576629931704892,0.144157482926223,0.1153259863409784,0.1009102380483561,0.0720787414631115,0.0432472448778669,0.0576629931704892,0.0576629931704892,0.0432472448778669,0.1729889795114676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.4951127803284185,1.0,6.167490539255522,0,0,1,1
AAPL_1h_1703777400_1706733000_42.png,C:\Users\afierro\CV_chart_pattern_detector\data\images\rendered\train\AAPL_1h_1703777400_1706733000_42.png,train,AAPL,1h,2023-12-28T15:30:00+00:00,2024-01-31T20:30:00+00:00,160,-0.0003068267892945742,0.005521022241319792,0.00329868454933732,1.0626509759156315,0.17121653383535074,-0.009296554148982006,-0.018552533140112515,-0.03319524752221725,-0.01011039127334501,-0.020983090590266706,-0.03949525528399778,0.4474204380680714,0.2698748967077922,0.25869039326146037,0.2938891686704682,0.49375,0.5,18.0,14.0,8.529411764705882,11.153846153846153,4.80301562132756,4.571800487945276,0.0,0.0,0.0,0.9992786923606832,0.0327627750398095,44.0,0.010743199561685979,1.0,0.0409983873255534,0.003334482152451923,1.0,757.0,13.192862419423843,61.811597538141974,749.0,0.18229854689564068,0.5402906208718626,0.2774108322324967,0.06018996247654784,0.32381688469581527,68.98737076398488,0.0,0.0,0.0,165.0,1362.1,222391.0,0.48649329407952413,0.25895288586616516,0.039452724158763885,0.05365510657429695,0.0457092821598053,0.2211047112941742,0.04036694020032883,0.04881539195775986,0.037136416882276535,0.2548065185546875,0.11233119126034607,0.08424839344525956,0.0702069945377163,0.15445538798297587,0.01404139890754326,0.1684967868905191,0.379117770503668,0.09828979235280282,0.0702069945377163,0.12637259016788935,0.01404139890754326,0.12637259016788935,0.12637259016788935,0.09828979235280282,0.18253818579806239,0.04212419672262978,0.0702069945377163,0.23870378142823542,0.12637259016788935,0.12637259016788935,0.11233119126034607,0.1404139890754326,0.0702069945377163,0.09828979235280282,0.22466238252069215,0.05616559563017304,0.08424839344525956,0.05616559563017304,0.12637259016788935,0.15445538798297587,0.04212419672262978,0.12637259016788935,0.2106209836131489,0.2106209836131489,0.05616559563017304,0.15445538798297587,0.09828979235280282,0.0702069945377163,0.15445538798297587,0.1404139890754326,0.05616559563017304,0.11233119126034607,0.05616559563017304,0.12637259016788935,0.1404139890754326,0.0702069945377163,0.04212419672262978,0.08424839344525956,0.08424839344525956,0.08424839344525956,0.0702069945377163,0.15445538798297587,0.08424839344525956,0.09828979235280282,0.08424839344525956,0.04212419672262978,0.0702069945377163,0.19657958470560563,0.0702069945377163,0.11233119126034607,0.11233119126034607,0.12637259016788935,0.04212419672262978,0.08424839344525956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.71685630854368,0,0,0,1
AAPL_1h_1704486600_1707417000_42.png,C:\Users\afierro\CV_chart_pattern_detector\data\images\rendered\train\AAPL_1h_1704486600_1707417000_42.png,train,AAPL,1h,2024-01-05T20:30:00+00:00,2024-02-08T18:30:00+00:00,160,0.00024738604699196137,0.005286329776918758,0.0033199338578235975,1.1373994203070263,0.18343973422326504,0.0011906633597198457,-0.005158818328083292,0.0018650082961078063,-0.003299766811496019,-0.003632432706221267,0.00342194820772046,0.45850810540548415,0.2722644011031965,0.24490750406458198,0.2965843905299339,0.54375,0.45,18.0,16.0,8.647058823529411,9.8,4.104507809168656,3.7028199848551653,0.9507461011111704,0.03467079278666755,40.0,0.9866127169437666,0.025479987965467042,35.0,0.010284458714804772,1.0,-0.0912937006925778,0.0018409962304518713,1.0,934.0,9.380081218621461,64.7016720453997,720.0,0.1873661670235546,0.48394004282655245,0.3286937901498929,0.06376172607879925,0.3378732700193002,73.13475975680917,0.0,0.0,0.0,169.0,1625.198224852071,272400.0,10.340177922466438,0.254833847284317,0.04695434495806694,0.05517004430294037,0.04922681674361229,0.22343382239341736,0.043728310614824295,0.04769305884838104,0.040996503084897995,0.23796318471431732,0.0678281836362978,0.1085250938180765,0.0678281836362978,0.027131273454519125,0.027131273454519125,0.20348455090889345,0.33914091818148906,0.08139382036355737,0.1492220039998552,0.09495945709081693,0.040696910181778685,0.0678281836362978,0.0678281836362978,0.027131273454519125,0.0678281836362978,0.0678281836362978,0.040696910181778685,0.3255752814542295,0.1085250938180765,0.1085250938180765,0.0678281836362978,0.24418146109067213,0.08139382036355737,0.05426254690903825,0.1356563672725956,0.05426254690903825,0.027131273454519125,0.05426254690903825,0.040696910181778685,0.1492220039998552,0.040696910181778685,0.16278764072711474,0.18991891418163387,0.2577470978179317,0.09495945709081693,0.17635327745437432,0.09495945709081693,0.09495945709081693,0.16278764072711474,0.1492220039998552,0.08139382036355737,0.1356563672725956,0.08139382036355737,0.09495945709081693,0.040696910181778685,0.12209073054533606,0.09495945709081693,0.12209073054533606,0.09495945709081693,0.08139382036355737,0.1492220039998552,0.17635327745437432,0.08139382036355737,0.08139382036355737,0.1356563672725956,0.040696910181778685,0.05426254690903825,0.18991891418163387,0.040696910181778685,0.0678281836362978,0.1356563672725956,0.1085250938180765,0.05426254690903825,0.09495945709081693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.987733127473872,1.0,4.193566341833864,0,0,1,1
AAPL_1h_1705429800_1708101000_42.png,C:\Users\afierro\CV_chart_pattern_detector\data\images\rendered\train\AAPL_1h_1705429800_1708101000_42.png,train,AAPL,1h,2024-01-16T18:30:00+00:00,2024-02-16T16:30:00+00:00,160,2.9460103315406915e-05,0.005082691467121925,0.0032239809424089495,1.087070621154053,0.19752749046599793,0.003070497107625192,0.00582850826296788,-0.007297987580338727,0.0024724001688654074,-0.000679302175009,-0.016731192089251445,0.449901415318816,0.27198795673695936,0.2460402715830023,0.3040583130981817,0.5,0.49375,15.0,16.0,9.428571428571429,10.066666666666666,4.090508153398657,3.881312428859797,0.9507461011111704,0.03467079278666755,40.0,0.0,0.0,0.0,0.010284458714804772,1.0,-0.05666832081096835,0.00474323043394932,1.0,1154.0,-11.184580685929161,61.64204426632316,729.0,0.14904679376083188,0.3275563258232236,0.5233968804159446,0.06420262664165104,0.3395865992307213,69.8420002770421,0.0,0.0,0.0,155.0,1807.8096774193548,277731.5,-10.502819475339521,0.25912603735923767,0.04194607213139534,0.051860105246305466,0.041153427213430405,0.23384582996368408,0.03905421122908592,0.047790925949811935,0.036423638463020325,0.24879969656467438,0.09805806756909201,0.05603318146805258,0.09805806756909201,0.02801659073402629,0.07004147683506572,0.21012443050519716,0.23814102123922345,0.014008295367013144,0.05603318146805258,0.09805806756909201,0.08404977220207886,0.14008295367013143,0.02801659073402629,0.07004147683506572,0.11206636293610515,0.08404977220207886,0.09805806756909201,0.30818249807428916,0.1260746583031183,0.09805806756909201,0.07004147683506572,0.2241327258722103,0.15409124903714458,0.08404977220207886,0.19611613513818402,0.08404977220207886,0.02801659073402629,0.09805806756909201,0.08404977220207886,0.11206636293610515,0.15409124903714458,0.08404977220207886,0.2521493166062366,0.07004147683506572,0.09805806756909201,0.19611613513818402,0.16809954440415772,0.08404977220207886,0.18210783977117087,0.08404977220207886,0.05603318146805258,0.18210783977117087,0.09805806756909201,0.04202488610103943,0.07004147683506572,0.14008295367013143,0.11206636293610515,0.1260746583031183,0.07004147683506572,0.08404977220207886,0.05603318146805258,0.18210783977117087,0.05603318146805258,0.07004147683506572,0.07004147683506572,0.09805806756909201,0.07004147683506572,0.21012443050519716,0.19611613513818402,0.05603318146805258,0.05603318146805258,0.08404977220207886,0.09805806756909201,0.09805806756909201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.258216810528443,0.0,0.0,0,0,1,0
AAPL_1h_1706113800_1709044200_42.png,C:\Users\afierro\CV_chart_pattern_detector\data\images\rendered\train\AAPL_1h_1706113800_1709044200_42.png,train,AAPL,1h,2024-01-24T16:30:00+00:00,2024-02-27T14:30:00+00:00,160,-0.0004770819330366739,0.004380772011627578,0.0029726109794837936,1.0221748588069475,0.22810685291932872,0.0010221706659108154,-0.007749861669306579,-0.010324480579343875,-0.0018150114192012623,-0.007371500524487984,-0.005670490820399832,0.46160611708711147,0.27742518147853445,0.23684801989207122,0.30154586302081726,0.45625,0.54375,15.0,17.0,10.714285714285714,9.3125,4.082985086397815,4.244728383098502,0.9513188062047105,0.03438738893744325,31.0,0.0,0.0,0.0,0.008152081991556101,1.0,-0.08685333244799513,0.0009389650369459667,1.0,1940.0,-17.51804713785034,59.58388634968849,719.0,0.09484536082474226,0.29329896907216496,0.6118556701030928,0.06659005628517824,0.3487834562775449,66.04102297204389,0.0,0.0,0.0,145.0,1928.0655172413792,276904.0,11.217072807621285,0.2663426995277405,0.038107730448246,0.04549626633524895,0.036134734749794006,0.22813177108764648,0.03387095034122467,0.04548629745841026,0.03628752380609512,0.27014198899269104,0.16433731069943303,0.05477910356647767,0.05477910356647767,0.09586343124133592,0.12325298302457477,0.13694775891619418,0.34236939729048543,0.013694775891619418,0.10955820713295535,0.10955820713295535,0.1506425348078136,0.13694775891619418,0.08216865534971651,0.08216865534971651,0.10955820713295535,0.10955820713295535,0.13694775891619418,0.35606417318210487,0.12325298302457477,0.08216865534971651,0.10955820713295535,0.16433731069943303,0.041084327674858256,0.05477910356647767,0.06847387945809709,0.05477910356647767,0.05477910356647767,0.06847387945809709,0.10955820713295535,0.08216865534971651,0.13694775891619418,0.10955820713295535,0.06847387945809709,0.08216865534971651,0.09586343124133592,0.16433731069943303,0.13694775891619418,0.013694775891619418,0.2328111901575301,0.08216865534971651,0.06847387945809709,0.20542163837429128,0.05477910356647767,0.05477910356647767,0.06847387945809709,0.05477910356647767,0.12325298302457477,0.13694775891619418,0.041084327674858256,0.06847387945809709,0.1506425348078136,0.1506425348078136,0.10955820713295535,0.09586343124133592,0.06847387945809709,0.06847387945809709,0.12325298302457477,0.16433731069943303,0.2328111901575301,0.09586343124133592,0.027389551783238836,0.027389551783238836,0.027389551783238836,0.12325298302457477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.55854492301876,0.0,0.0,0,0,1,0
AAPL_1h_1706797800_1709667000_42.png,C:\Users\afierro\CV_chart_pattern_detector\data\images\rendered\train\AAPL_1h_1706797800_1709667000_42.png,train,AAPL,1h,2024-02-01T14:30:00+00:00,2024-03-05T19:30:00+00:00,160,-0.0005544787218665652,0.005522275272040193,0.0033463084694695805,1.1691273838442473,0.35596315951639984,-0.003692660925846525,-0.022569811559810526,-0.04670840911732077,-0.01207965286047663,-0.027850967766083423,-0.04848770448909301,0.48396698795098436,0.2844209596197066,0.22515069424839887,0.2908823178006168,0.475,0.525,15.0,18.0,10.214285714285714,8.647058823529411,4.034589435992583,4.679663590917297,0.9479047419367885,0.03422654478080327,47.0,0.0,0.0,0.0,0.007374052659292798,1.0,-0.11640407116939504,-0.01805305557120981,1.0,1038.0,-20.455689377120923,64.78539941888691,712.0,0.1396917148362235,0.27842003853564545,0.581888246628131,0.06358818011257035,0.33719758256667043,71.16875532151704,0.0,0.0,0.0,175.0,1441.7571428571428,248287.0,-0.5171474173954302,0.22748640179634094,0.04866787791252136,0.054305046796798706,0.0525941476225853,0.2478102296590805,0.04877125099301338,0.05543382465839386,0.04156270623207092,0.22336846590042114,0.17635620737317323,0.07348175307215551,0.07348175307215551,0.14696350614431103,0.13226715552987992,0.17635620737317323,0.19105255798760434,0.14696350614431103,0.08817810368658661,0.14696350614431103,0.19105255798760434,0.08817810368658661,0.04408905184329331,0.10287445430101771,0.07348175307215551,0.10287445430101771,0.13226715552987992,0.16165985675874214,0.14696350614431103,0.14696350614431103,0.07348175307215551,0.17635620737317323,0.11757080491544883,0.07348175307215551,0.17635620737317323,0.11757080491544883,0.04408905184329331,0.17635620737317323,0.08817810368658661,0.058785402457724414,0.11757080491544883,0.11757080491544883,0.04408905184329331,0.08817810368658661,0.07348175307215551,0.20574890860203543,0.11757080491544883,0.058785402457724414,0.14696350614431103,0.16165985675874214,0.07348175307215551,0.23514160983089766,0.029392701228862207,0.07348175307215551,0.11757080491544883,0.10287445430101771,0.22044525921646654,0.17635620737317323,0.07348175307215551,0.10287445430101771,0.13226715552987992,0.08817810368658661,0.08817810368658661,0.07348175307215551,0.07348175307215551,0.10287445430101771,0.10287445430101771,0.07348175307215551,0.13226715552987992,0.08817810368658661,0.04408905184329331,0.10287445430101771,0.04408905184329331,0.22044525921646654,2.249761173700126,1.783831786849591,0.994363823140772,0.9090909090909091,1.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,5.450488284457321,0.0,0.0,1,0,1,0
